,i,g,year,omegaland,omegasupply,omegalabor,omegaestablish,omegacash,omeganoncash,omegatotal,xwater,p,y,xland,omegawater,sigma,theta,pc,pimarginal,price_yield_correction_param,alphaland,alphawater,alphasupply,alphalabor,rho,lambdaland,lambdacrop,betaland,betawater,betasupply,betalabor,tau,gamma,delta
3,PASTR,DAP116,2015.5,245.0,139.0,1.0,0.0,519.0,148.0,666.0,4.648426015,106.387,3.3550000000000004,671.6864728999999,10.0,0.17,0.51,135.4964925794502,21.57421300750002,0.9523809523809523,1,4.648426015,1,1,-4.88235294117647,23.1064724540555,0.0,0.0031686811229771597,0.9951766950510618,0.0016428050843468654,1.1818741614006226e-05,1.1502494997488855,0.0029191957748677336,12926.658306205325
4,RICE,DAP116,2015.5,550.0,819.0,318.0,0.0,1769.0,68.0,1837.0,3.053119693,344.600435,4.275,494.86167894999994,10.0,0.17,0.96,428.8607080401654,113.94641400237515,0.9384260672591189,1,3.053119693,1,1,-4.88235294117647,23.1064724540555,92.7418574876516,0.07476632184913984,0.7975629998299963,0.091963311824791,0.035707366496072694,3.0927491869422505,0.002104965308441099,111619.55500656339
5,SAFLR,DAP116,2015.5,123.0,192.0,43.0,0.0,341.0,28.0,369.0,1.396679049,481.04518333333334,1.3033333333333335,131.95650704666667,10.0,0.17,0.34,481.04518333333334,256.81475510999996,0.6004354131702093,1,1.396679049,1,1,-4.88235294117647,23.1064724540555,231.888959333722,0.5523306333265117,0.10428506115996534,0.28055228365360174,0.06283202185992123,1.2801561258118113,0.0222889839721817,895.487582267597
0,ALFAL,DAP117,2015.5,553.0,527.0,276.0,0.0,1182.0,608.0,1790.0,4.361771624,177.7207325,5.782500000000001,368.26757325,10.0,0.17,0.51,255.49764369218104,69.980885812,0.9523809523809523,1,4.361771624,1,1,-4.88235294117647,23.6172256029072,54.1801828071299,0.010630270600435828,0.9758374808862648,0.008881064715453166,0.0046511837978464405,2.7140489075097296,0.005324346904674128,16674.99639938877
1,CORN,DAP117,2015.5,678.0,593.0,162.0,0.0,1122.0,74.0,1196.0,2.30865375,165.2125,5.0275,2718.0888825,10.0,0.17,0.64,304.69059085926494,72.80432687500013,0.9523809523809523,1,2.30865375,1,1,-4.88235294117647,23.6172256029072,52.128182442047,0.26163491295567715,0.476294688772981,0.20583807440384866,0.05623232386749323,4.417397625069773,0.000574852430345423,274842.05023563415
2,CUCUR,DAP117,2015.5,624.0,3340.0,3581.0,0.0,7603.0,145.0,7748.0,3.063539055,334.209365,41.36,23.419886438,10.0,0.17,0.05,334.209365,6013.664103949999,0.5637728524607041,1,3.063539055,1,1,-4.88235294117647,23.6172256029072,6223.64672024709,0.3265977187003632,0.3444405605829692,0.1587533806088238,0.17020834010784375,37.95041319896296,0.8539751058548664,1.6584477083254927e-05
3,GRAIN,DAP117,2015.5,317.0,319.0,135.0,0.0,614.0,188.0,801.0,1.152820207,173.232775,2.7475,1688.730716,10.0,0.17,0.38,306.1261722539618,39.12641010350001,0.9523809523809523,1,1.152820207,1,1,-4.88235294117647,23.6172256029072,34.9362305948527,0.4404611040862732,0.027073176440045178,0.3741334020090407,0.15833231746464105,2.7398320037673742,0.0015583176893955548,17343.452170002663
4,OTHDEC,DAP117,2015.5,1450.0,1648.0,1927.0,536.0,4047.0,1746.0,5793.0,3.308391849,2295.460075,1.8725,138.86179,10.0,0.17,0.11,3538.3946655572877,1254.4100933208756,0.8500074477981465,1,3.308391849,1,1,-4.88235294117647,23.6172256029072,1543.94286716311,0.1677934249458537,0.6334163353437682,0.09163813008187495,0.10715210962850305,1.5261645264652755,0.06546731891407341,5.1939733658073255
5,OTHTRK,DAP117,2015.5,617.0,5261.0,514.0,0.0,6015.0,822.0,6836.0,2.720162383,3524.7812649999996,2.3125,425.712292575,10.0,0.17,0.19,3687.8188906723362,2148.1990791503745,0.7824619924069901,1,2.720162383,1,1,-4.88235294117647,23.6172256029072,2085.26233524687,0.22524168157982552,0.29756529426543715,0.4347207792342983,0.042472244920438953,2.1525233157789736,0.012363180454343125,1141.868319493787
6,PASTR,DAP117,2015.5,245.0,139.0,1.0,0.0,519.0,148.0,666.0,4.648426015,106.81433333333332,3.355,498.7800423333333,10.0,0.17,0.51,135.64872898745372,21.57421300750002,0.9523809523809522,1,4.648426015,1,1,-4.88235294117647,23.6172256029072,0.0,0.003174698418533568,0.995170687743515,0.0016427951676803785,1.181867027108186e-05,1.150512658756851,0.00393116032580771,9617.34720917069
7,POTATO,DAP117,2015.5,583.0,2266.0,407.0,0.0,3187.0,268.0,3455.0,3.0958333330000003,681.5481866666668,19.243333333333332,454.62645526666665,10.0,0.17,0.19000000000000003,681.5481866666668,9877.15138827,0.2535192885223351,1,3.0958333330000003,1,1,-4.88235294117647,23.6172256029072,9804.68337982265,0.5007349805473179,0.3707061915281981,0.10898402696478893,0.019574800959695098,17.510229213323527,0.011576884349261355,4657.49996358026
8,PRTOM,DAP117,2015.5,582.0,1588.0,758.0,0.0,2987.0,185.0,3172.0,3.0514996780000003,78.07657999999999,39.60666666666666,601.3496217000001,10.0,0.17,0.28,82.0413708439916,291.0635415660002,0.913826843045336,1,3.0514996780000003,1,1,-4.88235294117647,23.6172256029072,267.253005511453,0.0847479224915769,0.6874763794972593,0.15418065150968813,0.07359504650147582,31.271582402535024,0.005939021897664513,4132.216187427877
9,SAFLR,DAP117,2015.5,123.0,192.0,43.0,0.0,341.0,28.0,369.0,1.396679049,391.02637000000004,1.005,72.63583611,10.0,0.17,0.34,461.3693462590625,86.20780391725003,0.8299162922022263,1,1.396679049,1,1,-4.88235294117647,23.6172256029072,68.0921768974505,0.4120481824290151,0.13696400919749177,0.36846663492642845,0.08252117344706471,0.9812600741107466,0.040492085286030245,279.9910885368673
10,VINE,DAP117,2015.5,1664.0,1075.0,1662.0,1241.0,3476.0,2220.0,5695.0,2.642979671,597.4287049999999,7.7275,379.2033513,10.0,0.17,0.11,625.7737251371499,405.20965186275,0.9196977242298058,1,2.642979671,1,1,-4.88235294117647,23.6172256029072,384.619438684419,0.2639975060010207,0.3873158857667611,0.13695217531955958,0.21173443291265867,6.997589801038679,0.023973704503779503,9.740304900644466
0,ALFAL,DAP118,2015.5,553.0,527.0,276.0,0.0,1182.0,608.0,1790.0,4.414817076,190.64985000000001,6.8,3653.8483527500002,10.0,0.17,0.51,229.942294583522,166.4820637135001,0.9028777514632924,1,4.414817076,1,1,-4.88235294117647,23.1039880974206,140.355444310529,0.011248672371038989,0.9761439370282308,0.00827409071803822,0.004333299882691743,3.182420360320201,0.0005366353839643461,187911.9900055293
1,ALPIS,DAP118,2015.5,1092.0,1642.0,760.0,390.0,2820.0,1314.0,4133.0,4.083923885,6211.928204999999,1.0375,366.60139130000005,10.0,0.17,0.11,6211.928204999999,2973.65088025,0.5918314394068054,1,4.083923885,1,1,-4.88235294117647,23.1039880974206,2886.93228574008,0.08753266191638,0.8599307193383993,0.03591387509560888,0.016622743649611905,0.6945573791216039,0.024797803027075117,18.18595704781864
2,CORN,DAP118,2015.5,678.0,593.0,162.0,0.0,1122.0,74.0,1196.0,1.868750157,173.1,4.845,186.44047183,10.0,0.17,0.64,314.97250125228106,72.58437507849999,0.9523809523809524,1,1.868750157,1,1,-4.88235294117647,23.1039880974206,51.2502788998811,0.39534151498866393,0.20792670995580653,0.31160522199725693,0.08512655305827255,4.6307888922961045,0.008380691084201489,18817.305154182006
3,CUCUR,DAP118,2015.5,624.0,3340.0,3581.0,0.0,7603.0,145.0,7748.0,1.885245994,332.97496499999994,46.227500000000006,295.915152105,10.0,0.17,0.05,332.97496499999994,7644.027683009999,0.51057015499362,1,1.885245994,1,1,-4.88235294117647,23.1039880974206,7805.64374650008,0.5353080434383964,0.026388687025598823,0.21152043349953129,0.2267828360364735,45.98652248921668,0.06758694124896777,0.00025777777912077207
4,GRAIN,DAP118,2015.5,317.0,319.0,135.0,0.0,614.0,188.0,801.0,0.4333728670000001,182.1822275,3.1274999999999995,925.43378665,10.0,0.17,0.38,260.7820177708225,38.766686433499984,0.9523809523809523,1,0.4333728670000001,1,1,-4.88235294117647,23.1039880974206,17.1580438108266,0.4403384245363102,9.009323345076251e-05,0.39317908112653355,0.16639240110370546,3.130856890030565,0.0028436166750454798,9041.398185627631
5,OTHDEC,DAP118,2015.5,1450.0,1648.0,1927.0,536.0,4047.0,1746.0,5793.0,3.184728218,2626.767255,2.05,360.54973220000005,10.0,0.17,0.11,2922.9061064772695,931.3488775367503,0.8718451129250504,1,3.184728218,1,1,-4.88235294117647,23.1039880974206,912.006248000982,0.1583268912059643,0.6043597018517957,0.1093965019974298,0.1279169049448102,1.6972557369269619,0.025214022585561886,10.659446766885516
6,OTHTRK,DAP118,2015.5,617.0,5261.0,514.0,0.0,6015.0,822.0,6836.0,2.50866978,3524.7812649999996,2.3125,369.63734145,10.0,0.17,0.19,3687.5155201352454,2149.758837097499,0.7822826405987706,1,2.50866978,1,1,-4.88235294117647,23.1039880974206,2087.18895441533,0.2539544079271994,0.20830111918593908,0.4898828869017797,0.047861585985081695,2.205804170545643,0.014238707253143626,991.975158602979
7,PASTR,DAP118,2015.5,245.0,139.0,1.0,0.0,519.0,148.0,666.0,4.643786792,106.387,3.3550000000000004,740.073965365,10.0,0.17,0.51,135.48192429729374,21.571893396000007,0.9523809523809523,1,4.643786792,1,1,-4.88235294117647,23.1039880974206,0.0,0.0031872275748922882,0.9951484485795306,0.00165243581810893,1.1888027468409568e-05,1.151602065206173,0.0026494437116950102,14242.64892885631
8,POTATO,DAP118,2015.5,583.0,2266.0,407.0,0.0,3187.0,268.0,3455.0,1.659284777,696.31192,19.545,81.41158652499999,10.0,0.17,0.19,696.31192,10396.738624229998,0.24398296544558828,1,1.659284777,1,1,-4.88235294117647,23.1039880974206,10313.7196405326,0.7918966870766545,0.01425953700317909,0.16432846847553212,0.02951530744463441,19.492459908301743,0.06464875725177796,874.7722789580138
9,PRTOM,DAP118,2015.5,582.0,1588.0,758.0,0.0,2987.0,185.0,3172.0,1.956976357,77.29635999999999,45.5,2182.8205715,10.0,0.17,0.28,78.6285446868823,627.9690684671245,0.8301654938213422,1,1.956976357,1,1,-4.88235294117647,23.1039880974206,606.925031585724,0.2972787579643757,0.12730930481423025,0.38949452528029577,0.18591741194109834,44.29822913730496,0.0016361530663852695,20827.51071608311
10,SAFLR,DAP118,2015.5,123.0,192.0,43.0,0.0,341.0,28.0,369.0,1.068963255,443.52532999999994,1.41,114.17443669,10.0,0.17,0.34,443.52532999999994,265.1304107166666,0.6176865073370825,1,1.068963255,1,1,-4.88235294117647,23.1039880974206,233.577094652579,0.6031616866880694,0.02351711609803953,0.305011361127945,0.06830983608594603,1.4081076389498333,0.02576037645426666,778.2695564711892
11,VINE,DAP118,2015.5,1664.0,1075.0,1662.0,1241.0,3476.0,2220.0,5695.0,2.460587332,582.1462325,7.0825,359.37128040000005,10.0,0.17,0.11,664.1349036832396,240.7387519194997,0.9484586321157658,1,2.460587332,1,1,-4.88235294117647,23.1039880974206,255.025593919124,0.29093655143354136,0.29905304110085673,0.16103806650548852,0.24897234096011342,6.59244429810686,0.025296704513478117,8.65132449384081
0,ALFAL,DAP119,2015.5,553.0,527.0,276.0,0.0,1182.0,608.0,1790.0,4.414817076,190.64985000000001,6.8,5098.601294749999,10.0,0.17,0.51,229.942294583522,166.4820637135001,0.9028777514632924,1,4.414817076,1,1,-4.88235294117647,22.400731513162,141.058700894787,0.011248672371038979,0.9761439370282312,0.00827409071803822,0.004333299882691743,3.182420360320201,0.00038457298391707907,262213.4864519357
1,ALPIS,DAP119,2015.5,1092.0,1642.0,760.0,390.0,2820.0,1314.0,4133.0,4.083923885,4651.86954,1.02,64.24916152,10.0,0.17,0.11,4651.86954,1210.0676919500002,0.7449754632498176,1,4.083923885,1,1,-4.88235294117647,22.400731513162,1187.66696043684,0.052295328859917875,0.8931392122872541,0.03730078411171678,0.017264674741111298,0.6463271089822663,0.1414945950396442,1.833355077365018
2,CORN,DAP119,2015.5,678.0,593.0,162.0,0.0,1122.0,74.0,1196.0,1.868750157,165.2125,5.0275,1672.2435867499998,10.0,0.17,0.64,303.7700790474986,72.58437507850005,0.9523809523809523,1,1.868750157,1,1,-4.88235294117647,22.400731513162,53.1158393281372,0.39571059004207865,0.20779979441011326,0.31141502254284786,0.08507459300496013,4.805368456925028,0.0009343734443836103,169039.1080833608
3,CUCUR,DAP119,2015.5,624.0,3340.0,3581.0,0.0,7603.0,145.0,7748.0,1.885245994,337.92457999999993,41.57333333333333,384.66208800000004,10.0,0.17,0.05000000000000001,337.92457999999993,6330.650676393332,0.5490867847096924,1,1.885245994,1,1,-4.88235294117647,22.400731513162,6462.3980144135,0.49207800020577025,0.028843612411891026,0.2311980658657724,0.24788032151656617,41.3362307589866,0.051993686469044474,0.00028180972116830064
4,GRAIN,DAP119,2015.5,317.0,319.0,135.0,0.0,614.0,188.0,801.0,0.4333728670000001,182.1822275,3.1274999999999995,1295.031184675,10.0,0.17,0.38,260.7820177708225,38.766686433499984,0.9523809523809523,1,0.4333728670000001,1,1,-4.88235294117647,22.400731513162,17.8613003950852,0.4403384245363102,9.009323345076254e-05,0.39317908112653366,0.16639240110370546,3.130856890030565,0.0020320583616129984,12652.328856326982
5,OTHTRK,DAP119,2015.5,617.0,5261.0,514.0,0.0,6015.0,822.0,6836.0,2.50866978,3524.7812649999996,2.3125,417.407294675,10.0,0.17,0.19,3687.5155201352454,2149.758837097499,0.7822826405987706,1,2.50866978,1,1,-4.88235294117647,22.400731513162,2087.89221099959,0.25395440792719953,0.20830111918593908,0.4898828869017798,0.0478615859850817,2.205804170545643,0.012609166063652099,1120.1727231156456
6,PASTR,DAP119,2015.5,245.0,139.0,1.0,0.0,519.0,148.0,666.0,4.643786792,115.2675,3.2175000000000002,46.804957980000005,10.0,0.17,0.51,141.05317775700448,21.571893396000007,0.9523809523809523,1,4.643786792,1,1,-4.88235294117647,22.400731513162,0.0,0.003178893817914048,0.9951567684220894,0.0016524496331391046,1.188812685711586e-05,1.1040569575444577,0.04189266262269359,898.3939510553419
7,POTATO,DAP119,2015.5,583.0,2266.0,407.0,0.0,3187.0,268.0,3455.0,1.659284777,731.66,21.24,154.2400105,10.0,0.17,0.19,731.66,12267.865552229998,0.210585348484315,1,1.659284777,1,1,-4.88235294117647,22.400731513162,12245.4648207168,0.8174592521123214,0.01250795344162121,0.14414302739048473,0.025889767055572502,21.189949222525826,0.03412316867507501,1950.395094472352
8,PRTOM,DAP119,2015.5,582.0,1588.0,758.0,0.0,2987.0,185.0,3172.0,1.956976357,77.29635999999999,45.5,1753.962426,10.0,0.17,0.28,78.6285446868823,627.9690684671245,0.8301654938213422,1,1.956976357,1,1,-4.88235294117647,22.400731513162,607.628288169982,0.29727875796437564,0.1273093048142303,0.3894945252802957,0.18591741194109837,44.298229137304965,0.002036205860791097,16735.535526870553
9,RICE,DAP119,2015.5,550.0,819.0,318.0,0.0,1769.0,68.0,1837.0,3.136909449,395.645,4.67,124.070470205,10.0,0.17,0.96,395.645,129.62590550999994,0.9305344211793358,1,3.136909449,1,1,-4.88235294117647,22.400731513162,106.892323996838,0.06695558412564998,0.8209742297693141,0.08072601795956394,0.03134416814547172,3.294752156727842,0.008395766252401031,28550.041944232606
10,SAFLR,DAP119,2015.5,123.0,192.0,43.0,0.0,341.0,28.0,369.0,1.068963255,460.7439974999999,1.3525,549.48262505,10.0,0.17,0.34,460.7439974999999,257.83339989999996,0.6157086944880128,1,1.068963255,1,1,-4.88235294117647,22.400731513162,232.065892555588,0.601760724356525,0.023600138812063663,0.30608814583672767,0.0685509909946838,1.3506783847188122,0.005352628702901395,3723.7003609201015
11,VINE,DAP119,2015.5,1664.0,1075.0,1662.0,1241.0,3476.0,2220.0,5695.0,2.460587332,582.1462325,7.0825,409.7647402,10.0,0.17,0.11,664.1349036832396,240.7387519194997,0.9484586321157658,1,2.460587332,1,1,-4.88235294117647,22.400731513162,255.728850503382,0.2909365514335413,0.29905304110085673,0.16103806650548855,0.24897234096011342,6.59244429810686,0.02218567924236711,9.864471444848865
0,ALFAL,DAP120,2015.5,553.0,527.0,276.0,0.0,1182.0,608.0,1790.0,4.361771624,177.7207325,5.782500000000001,67.9962190825,10.0,0.17,0.51,255.49764369218104,69.980885812,0.9523809523809523,1,4.361771624,1,1,-4.88235294117647,23.1064724540555,54.6909359559817,0.01063027060043582,0.9758374808862644,0.00888106471545316,0.004651183797846437,2.714048907509729,0.028836666805642015,3078.8393840014464
1,CORN,DAP120,2015.5,678.0,593.0,162.0,0.0,1122.0,74.0,1196.0,2.30865375,165.2125,5.0275,182.71950975000001,10.0,0.17,0.64,304.69059085926494,72.80432687500013,0.9523809523809523,1,2.30865375,1,1,-4.88235294117647,23.1064724540555,52.6389355908988,0.26163491295567715,0.476294688772981,0.20583807440384863,0.05623232386749322,4.417397625069773,0.008551358320399608,18475.850808657262
2,CUCUR,DAP120,2015.5,624.0,3340.0,3581.0,0.0,7603.0,145.0,7748.0,3.063539055,311.457425,54.745,19.571784675,10.0,0.17,0.05,311.457425,9511.412385349999,0.4499006311286477,1,3.063539055,1,1,-4.88235294117647,23.1064724540555,9451.99486862094,0.41617016739933294,0.2986248790810908,0.13763683640447685,0.1475681171150993,50.92746850040979,1.021879217052034,2.037011709914332e-05
3,GRAIN,DAP120,2015.5,317.0,319.0,135.0,0.0,614.0,188.0,801.0,1.152820207,173.232775,2.7475,112.51754392000001,10.0,0.17,0.38,306.1261722539618,39.12641010350001,0.9523809523809523,1,1.152820207,1,1,-4.88235294117647,23.1064724540555,35.4469837437044,0.4404611040862731,0.027073176440045178,0.37413340200904055,0.15833231746464102,2.7398320037673742,0.023388165575667686,1155.5676833337666
4,OTHDEC,DAP120,2015.5,1450.0,1648.0,1927.0,536.0,4047.0,1746.0,5793.0,3.308391849,2295.460075,1.8725,574.302381875,10.0,0.17,0.11,3538.3946655572877,1254.4100933208756,0.8500074477981465,1,3.308391849,1,1,-4.88235294117647,23.1064724540555,1544.45362031197,0.1677934249458541,0.6334163353437678,0.09163813008187492,0.10715210962850301,1.526164526465276,0.01582948178140723,21.481152413334627
5,PASTR,DAP120,2015.5,245.0,139.0,1.0,0.0,519.0,148.0,666.0,4.648426015,106.387,3.3550000000000004,267.508025325,10.0,0.17,0.51,135.4964925794502,21.57421300750002,0.9523809523809523,1,4.648426015,1,1,-4.88235294117647,23.1064724540555,0.0,0.003168681122977161,0.9951766950510622,0.001642805084346866,1.181874161400623e-05,1.1502494997488857,0.0073298149143125714,5148.212710930711
6,SAFLR,DAP120,2015.5,123.0,192.0,43.0,0.0,341.0,28.0,369.0,1.396679049,434.53228,1.21,101.2293705,10.0,0.17,0.34,434.53228,153.81726831000003,0.7074516320235001,1,1.396679049,1,1,-4.88235294117647,23.1064724540555,130.710795855945,0.4746635688115881,0.12237768749542165,0.3292258671874644,0.07373287650552589,1.184591278233339,0.029054576315756454,503.08563918136394
7,VINE,DAP120,2015.5,1664.0,1075.0,1662.0,1241.0,3476.0,2220.0,5695.0,2.642979671,597.4287049999999,7.7275,651.04419465,10.0,0.17,0.11,625.7737251371499,405.20965186275,0.9196977242298058,1,2.642979671,1,1,-4.88235294117647,23.1064724540555,385.13019183327,0.2639975060010207,0.38731588576676124,0.13695217531955964,0.21173443291265867,6.9975898010386794,0.01396358214329266,16.72287161478347
0,ALFAL,DAP121,2015.5,553.0,527.0,276.0,0.0,1182.0,608.0,1790.0,4.414817076,195.68301999999997,4.5425,73.2402033875,10.0,0.17,0.51,329.5303510747493,70.0074085380001,0.9523809523809523,1,4.414817076,1,1,-4.88235294117647,23.1039880974206,73.6394608996281,0.010211903900159412,0.97716748585054,0.008282766626875918,0.004337843622424579,2.107453701551888,0.026771967075942607,3415.889548950571
1,CORN,DAP121,2015.5,678.0,593.0,162.0,0.0,1122.0,74.0,1196.0,1.868750157,165.2125,5.0275,846.131286325,10.0,0.17,0.64,303.7700790474986,72.58437507850005,0.9523809523809523,1,1.868750157,1,1,-4.88235294117647,23.1039880974206,52.4125827438786,0.3957105900420787,0.2077997944101132,0.3114150225428479,0.08507459300496015,4.805368456925028,0.0018466401435011373,85531.36582199829
2,GRAIN,DAP121,2015.5,317.0,319.0,135.0,0.0,614.0,188.0,801.0,0.4333728670000001,164.47232333333332,1.7233333333333334,552.3644238266667,10.0,0.17,0.38000000000000006,486.9295916070085,38.76668643350001,0.9523809523809522,1,0.4333728670000001,1,1,-4.88235294117647,23.1039880974206,40.704279435324,0.4561226112537629,8.755232572882774e-05,0.3820902154584629,0.16169962096204543,1.72513100372531,0.0047642078922052675,5752.219484108181
3,OTHTRK,DAP121,2015.5,617.0,5261.0,514.0,0.0,6015.0,822.0,6836.0,2.50866978,3621.2892899999997,2.01,56.94188476,10.0,0.17,0.19,3621.2892899999997,861.7047750999982,0.8816143066732642,1,2.50866978,1,1,-4.88235294117647,23.1039880974206,838.600787002578,0.1558054416268851,0.23570499335198808,0.5543313595802853,0.05415820544084143,1.9036748430552501,0.0924303422150518,82.85266518722862
4,PASTR,DAP121,2015.5,245.0,139.0,1.0,0.0,519.0,148.0,666.0,4.643786792,106.387,3.3550000000000004,66.485211775,10.0,0.17,0.51,135.48192429729374,21.571893396000007,0.9523809523809523,1,4.643786792,1,1,-4.88235294117647,23.1039880974206,0.0,0.0031872275748922882,0.9951484485795306,0.0016524358181089298,1.188802746840957e-05,1.1516020652061731,0.029492036821078326,1279.5012047275175
5,PRTOM,DAP121,2015.5,582.0,1588.0,758.0,0.0,2987.0,185.0,3172.0,1.956976357,76.31786,47.022499999999994,71.038838675,10.0,0.17,0.28,77.59981172279359,710.895896867125,0.8219799505262975,1,1.956976357,1,1,-4.88235294117647,23.1039880974206,678.263395067641,0.30936312109270864,0.12512002722168983,0.38279657309323745,0.18272027859236398,45.80300683024618,0.05027430963177371,717.7168804958185
0,CORN,DAP122,2015.5,678.0,593.0,162.0,0.0,1122.0,74.0,1196.0,1.868750157,165.2125,5.0275,2131.46119675,10.0,0.17,0.64,303.7700790474986,72.58437507850005,0.9523809523809523,1,1.868750157,1,1,-4.88235294117647,38.7666864335,36.7498844077992,0.39571059004207865,0.20779979441011315,0.3114150225428479,0.08507459300496013,4.805368456925027,0.000733065186634625,215459.22045552902
1,GRAIN,DAP122,2015.5,317.0,319.0,135.0,0.0,614.0,188.0,801.0,0.4333728670000001,123.57903999999999,2.93,4.971953585,10.0,0.17,0.38,277.8499710250853,38.76668643350001,0.9523809523809523,1,0.4333728670000001,1,1,-4.88235294117647,38.7666864335,0.0,0.439305025804099,9.025958797162041e-05,0.39390507480160675,0.1666996398063226,2.9331506990469496,0.5292846971274413,48.37218727677945
0,ALFAL,DAP123,2015.5,553.0,527.0,276.0,0.0,1182.0,608.0,1790.0,4.414817076,190.64985000000001,6.8,1404.2313285,10.0,0.17,0.51,229.942294583522,166.4820637135001,0.9028777514632924,1,4.414817076,1,1,-4.88235294117647,40.2620319082472,123.197400499702,0.011248672371038977,0.976143937028231,0.008274090718038217,0.004333299882691741,3.182420360320201,0.001396339957619376,72217.5300920589
1,ALPIS,DAP123,2015.5,1092.0,1642.0,760.0,390.0,2820.0,1314.0,4133.0,4.083923885,4696.17641,1.02,56.799912635,10.0,0.17,0.11,4696.17641,1255.2606993500003,0.7380125590365156,1,4.083923885,1,1,-4.88235294117647,40.2620319082472,1214.99866744175,0.05326727777498094,0.892223224728241,0.037262529096465276,0.017246968400312798,0.6474471347897143,0.16005146256699151,1.652608668906667
2,CORN,DAP123,2015.5,678.0,593.0,162.0,0.0,1122.0,74.0,1196.0,1.868750157,165.2125,5.0275,405.27862597500007,10.0,0.17,0.64,303.7700790474986,72.58437507850005,0.9523809523809523,1,1.868750157,1,1,-4.88235294117647,40.2620319082472,35.254538933052,0.3957105900420787,0.2077997944101132,0.3114150225428479,0.08507459300496013,4.805368456925027,0.0038553723287059905,40967.678394993236
3,GRAIN,DAP123,2015.5,317.0,319.0,135.0,0.0,614.0,188.0,801.0,0.4333728670000001,182.1822275,3.1274999999999995,1014.7626770249999,10.0,0.17,0.38,260.7820177708225,38.766686433499984,0.9523809523809523,1,0.4333728670000001,1,1,-4.88235294117647,40.2620319082472,0.0,0.4403384245363102,9.009323345076255e-05,0.3931790811265336,0.16639240110370543,3.1308568900305653,0.002593294971276904,9914.132765898696
4,OTHTRK,DAP123,2015.5,617.0,5261.0,514.0,0.0,6015.0,822.0,6836.0,2.50866978,3524.7812649999996,2.3125,526.731974775,10.0,0.17,0.19,3687.5155201352454,2149.758837097499,0.7822826405987706,1,2.50866978,1,1,-4.88235294117647,40.2620319082472,2070.03091060451,0.25395440792719987,0.208301119185939,0.4898828869017795,0.04786158598508167,2.205804170545643,0.009992098727222823,1413.561281901414
5,PRTOM,DAP123,2015.5,582.0,1588.0,758.0,0.0,2987.0,185.0,3172.0,1.956976357,77.29635999999999,45.5,2673.36908575,10.0,0.17,0.28,78.6285446868823,627.9690684671245,0.8301654938213422,1,1.956976357,1,1,-4.88235294117647,40.2620319082472,589.766987774897,0.2972787579643756,0.12730930481423033,0.3894945252802957,0.18591741194109834,44.298229137304965,0.0013359279833321724,25508.10818281837
6,VINE,DAP123,2015.5,1664.0,1075.0,1662.0,1241.0,3476.0,2220.0,5695.0,2.460587332,576.15,6.23,54.26741582,10.0,0.17,0.11,745.8886303348314,221.28029366600003,0.9523809523809523,1,2.460587332,1,1,-4.88235294117647,40.2620319082472,181.018261757753,0.28484616870147006,0.30162170753145107,0.1624212762329594,0.2511108475341196,5.7946483582503445,0.16752058216781127,1.268165986307629
0,CORN,DAP124,2015.5,678.0,593.0,162.0,0.0,1122.0,74.0,1196.0,2.30865375,146.0,5.01,6.442613902000001,10.0,0.17,0.64,305.1678372005988,72.80432687500002,0.9523809523809523,1,2.30865375,1,1,-4.88235294117647,64.7333159780333,8.07101089696653,0.2608803547030113,0.4767814291327578,0.20604842673561444,0.05628978942861643,4.401209549047435,0.24252578592594976,648.9088813152712
1,GRAIN,DAP124,2015.5,317.0,319.0,135.0,0.0,614.0,188.0,801.0,1.152820207,154.94441,2.73,71.47434816333333,10.0,0.17,0.38000000000000006,310.352204413199,39.12641010349997,0.9523809523809524,1,1.152820207,1,1,-4.88235294117647,64.7333159780333,0.0,0.4444874243427571,0.026878363747837405,0.3714412193812784,0.15719299252812718,2.7224359667867026,0.0368185092273207,746.128534666451
2,OTHDEC,DAP124,2015.5,1450.0,1648.0,1927.0,536.0,4047.0,1746.0,5793.0,3.308391849,2295.460075,1.8725,94.243545455,10.0,0.17,0.11,3538.3946655572877,1254.4100933208756,0.8500074477981465,1,3.308391849,1,1,-4.88235294117647,64.7333159780333,1502.82677678799,0.16779342494585395,0.6334163353437681,0.0916381300818749,0.107152109628503,1.5261645264652757,0.09646187489041225,3.525076732717646
3,PRTOM,DAP124,2015.5,582.0,1588.0,758.0,0.0,2987.0,185.0,3172.0,3.0514996780000003,79.4,37.19,87.64121929,10.0,0.17,0.28,83.52892569559022,147.92574983900022,0.9523809523809523,1,3.0514996780000003,1,1,-4.88235294117647,64.7333159780333,83.192433860967,0.07186669866085275,0.6971518965927762,0.15635058428697246,0.07463082045939869,29.17757106120974,0.04075055778960479,503.60891083855887
4,SAFLR,DAP124,2015.5,123.0,192.0,43.0,0.0,341.0,28.0,369.0,1.396679049,514.84,1.3,42.65225988,10.0,0.17,0.34,514.84,297.32520951000004,0.5557615965677163,1,1.396679049,1,1,-4.88235294117647,64.7333159780333,232.591893531967,0.578407275916667,0.0982104791809301,0.26421017455855894,0.05917207034384393,1.2782738925718322,0.06895710752169024,321.86198872479747
