g,i,year,xland,xwater,p,y,omegalabor,omegasupply,omegaland,Etc
BLALOCK IRRIGATION DISTRICT NO. 3,Vineyard,2024,1,2.4,940,4.3,2882,3799,407,0.13
BLALOCK ORCHARDS IRRIGATION DISTRICT NO. 12,Hay/Silage,2024,7,2.3,275,5,157,341,407,0.51
BLALOCK ORCHARDS IRRIGATION DISTRICT NO. 12,Vegetable,2024,2,1.8,1180,11.2,6943,4978,407,0.3
BRADEN IRRIGATION DISTRICT NO. 20,Hay/Silage,2024,15,2.2,275,5,157,341,407,0.51
BRADEN IRRIGATION DISTRICT NO. 20,Vineyard,2024,1,2.7,940,4.3,2882,3799,407,0.13
CONSOLIDATED IRRIGATION DISTRICT NO. 14,Cereal Grain,2024,21,2.4,277.5,3.6,92,236,407,0.74
CONSOLIDATED IRRIGATION DISTRICT NO. 14,Seed,2024,10,1.9,0.5,12900,1793,638,324,0.74
CONSOLIDATED IRRIGATION DISTRICT NO. 14,Vegetable,2024,1,2.6,1180,11.2,6943,4978,407,0.3
EAST SIDE IRRIGATION DISTRICT NO. 6,Cereal Grain,2024,216,2.9,277.5,3.6,92,236,407,0.74
EAST SIDE IRRIGATION DISTRICT NO. 6,Hay/Silage,2024,82,2.1,275,5,157,341,407,0.51
EAST SIDE IRRIGATION DISTRICT NO. 6,Seed,2024,384,1.8,0.5,12900,1793,638,324,0.74
EAST SIDE IRRIGATION DISTRICT NO. 6,Vegetable,2024,2,2.5,1180,11.2,6943,4978,407,0.3
GARDENA FARMS DISTRICT NO. 13,Cereal Grain,2024,1695,1.8,277.5,3.6,92,236,407,0.74
GARDENA FARMS DISTRICT NO. 13,Hay/Silage,2024,726,2.9,275,5,157,341,407,0.51
GARDENA FARMS DISTRICT NO. 13,Orchard,2024,7,3.9,4781,21.5,2227,4192,407,0.13
GARDENA FARMS DISTRICT NO. 13,Seed,2024,3460,2.3,0.5,12900,1793,638,324,0.74
HUDSON BAY IRRIGATION DISTRICT NO.,Cereal Grain,2024,41,2.7,277.5,3.6,92,236,407,0.74
HUDSON BAY IRRIGATION DISTRICT NO.,Hay/Silage,2024,29,2.7,275,5,157,341,407,0.51
HUDSON BAY IRRIGATION DISTRICT NO.,Seed,2024,1,1.8,0.5,12900,1793,638,324,0.74
HYDRO-IRRIGATION DISTRICT NO. 9,Hay/Silage,2024,5,1.8,275,5,157,341,407,0.51
HYDRO-IRRIGATION DISTRICT NO. 9,Vegetable,2024,15,2.3,1180,11.2,6943,4978,407,0.3
Irrigated area outside irrigation districts,Berry,2024,39,2,1900,4,5454,7676,231,0.25
Irrigated area outside irrigation districts,Cereal Grain,2024,12767,2.3,277.5,3.6,92,236,407,0.74
Irrigated area outside irrigation districts,Hay/Silage,2024,5825,2.3,275,5,157,341,407,0.51
Irrigated area outside irrigation districts,Herb,2024,10,2.1,60000,0.1,328,590,407,0.41
Irrigated area outside irrigation districts,Oilseed,2024,773,2.4,370,0.8,983,786,407,0.74
Irrigated area outside irrigation districts,Orchard,2024,922,2.1,2868.5,21.5,2227,4192,407,0.13
Irrigated area outside irrigation districts,Seed,2024,9401,1.9,0.5,12900,1793,638,324,0.74
Irrigated area outside irrigation districts,Vegetable,2024,6899,2.3,1180,11.2,6943,4978,407,0.3
Irrigated area outside irrigation districts,Vineyard,2024,2145,1.8,940,4.3,2882,3799,407,0.13
LOWDEN IRRIGATION DISTRICT NO. 2,Cereal Grain,2024,97,2.7,277.5,3.6,92,236,407,0.74
LOWDEN IRRIGATION DISTRICT NO. 2,Hay/Silage,2024,26,2.9,275,5,157,341,407,0.51
LOWDEN IRRIGATION DISTRICT NO. 2,Seed,2024,87,2.5,0.5,12900,1793,638,324,0.74
MUD CREEK IRRIGATION DISTRICT NO. 7,Cereal Grain,2024,30,2.9,277.5,3.6,92,236,407,0.74
MUD CREEK IRRIGATION DISTRICT NO. 7,Hay/Silage,2024,11,3,275,5,157,341,407,0.51
MUD CREEK IRRIGATION DISTRICT NO. 7,Seed,2024,9,1.9,0.5,12900,1793,638,324,0.74
TOUCHET IRRIGATION DISTRICT NO. 16,Cereal Grain,2024,448,1.7,277.5,3.6,92,236,407,0.74
TOUCHET IRRIGATION DISTRICT NO. 16,Hay/Silage,2024,610,2.6,275,5,157,341,407,0.51
TOUCHET IRRIGATION DISTRICT NO. 16,Herb,2024,1,2.1,60000,0.1,328,590,407,0.41
TOUCHET IRRIGATION DISTRICT NO. 16,Oilseed,2024,57,2.4,370,0.8,983,786,407,0.74
TOUCHET IRRIGATION DISTRICT NO. 16,Seed,2024,205,2.6,0.5,12900,1793,638,324,0.74
TOUCHET IRRIGATION DISTRICT NO. 16,Vegetable,2024,302,3,1180,11.2,6943,4978,407,0.3
TWO RIVERS IRRIGATION DISTRICT NO. 19,Cereal Grain,2024,756,2.2,277.5,3.6,92,236,407,0.74
TWO RIVERS IRRIGATION DISTRICT NO. 19,Orchard,2024,566,2.7,956,21.5,2227,4192,407,0.13
TWO RIVERS IRRIGATION DISTRICT NO. 19,Vegetable,2024,1596,1.3,1180,11.2,6943,4978,407,0.3
WALLA WALLA WATER & POWER DISTRICT NO. 18,Seed,2024,34,3.1,0.5,12900,1793,638,324,0.74
WALLA WALLA WATER & POWER DISTRICT NO. 18,Vegetable,2024,78,3.8,1180,11.2,6943,4978,407,0.3
WATER DISTRIBUTION DISTRICT NO. 1,Seed,2024,4,2.5,0.5,12900,1793,638,324,0.74
WEST SIDE IRRIGATION DISTRICT NO. 5,Cereal Grain,2024,330,1.7,277.5,3.6,92,236,407,0.74
WEST SIDE IRRIGATION DISTRICT NO. 5,Hay/Silage,2024,170,2.3,275,5,157,341,407,0.51
WEST SIDE IRRIGATION DISTRICT NO. 5,Seed,2024,568,3.3,0.5,12900,1793,638,324,0.74
WEST SIDE IRRIGATION DISTRICT NO. 5,Vegetable,2024,50,2.3,1180,11.2,6943,4978,407,0.3
ARTESIA IRRIGATION DISTRICT NO. 8,Vineyard,2023,1,2.6,935.3,4.8,2794,3683,294,0.13
BLALOCK IRRIGATION DISTRICT NO. 3,Cereal Grain,2023,22,1.6,255.3,2.3,89,229,294,0.74
BLALOCK IRRIGATION DISTRICT NO. 3,Hay/Silage,2023,14,1.8,258,5.1,152,330,294,0.51
BLALOCK IRRIGATION DISTRICT NO. 3,Seed,2023,12,1.7,0.5,12900,1750,623,316,0.74
BLALOCK IRRIGATION DISTRICT NO. 3,Vegetable,2023,17,2.6,860,16.6,6731,4826,294,0.3
BLALOCK IRRIGATION DISTRICT NO. 3,Vineyard,2023,1,2.6,935.3,4.8,2794,3683,294,0.13
BLALOCK ORCHARDS IRRIGATION DISTRICT NO. 12,Cereal Grain,2023,4,1.6,255.3,2.3,89,229,294,0.74
BLALOCK ORCHARDS IRRIGATION DISTRICT NO. 12,Hay/Silage,2023,6,1.6,258,5.1,152,330,294,0.51
BLALOCK ORCHARDS IRRIGATION DISTRICT NO. 12,Seed,2023,7,1.6,0.5,12900,1750,623,316,0.74
BLALOCK ORCHARDS IRRIGATION DISTRICT NO. 12,Vegetable,2023,2,2,860,16.6,6731,4826,294,0.3
BRADEN IRRIGATION DISTRICT NO. 20,Cereal Grain,2023,15,1.8,255.3,2.3,89,229,294,0.74
CONSOLIDATED IRRIGATION DISTRICT NO. 14,Cereal Grain,2023,15,2,255.3,2.3,89,229,294,0.74
CONSOLIDATED IRRIGATION DISTRICT NO. 14,Hay/Silage,2023,2,2,258,5.1,152,330,294,0.51
CONSOLIDATED IRRIGATION DISTRICT NO. 14,Seed,2023,15,2,0.5,12900,1750,623,316,0.74
CONSOLIDATED IRRIGATION DISTRICT NO. 14,Vegetable,2023,1,2,860,16.6,6731,4826,294,0.3
EAST SIDE IRRIGATION DISTRICT NO. 6,Cereal Grain,2023,139,2.5,255.3,2.3,89,229,294,0.74
EAST SIDE IRRIGATION DISTRICT NO. 6,Hay/Silage,2023,199,2.2,258,5.1,152,330,294,0.51
EAST SIDE IRRIGATION DISTRICT NO. 6,Seed,2023,246,3,0.5,12900,1750,623,316,0.74
EAST SIDE IRRIGATION DISTRICT NO. 6,Vegetable,2023,111,2,860,16.6,6731,4826,294,0.3
GARDENA FARMS DISTRICT NO. 13,Cereal Grain,2023,1721,2.5,255.3,2.3,89,229,294,0.74
GARDENA FARMS DISTRICT NO. 13,Hay/Silage,2023,873,2.1,258,5.1,152,330,294,0.51
GARDENA FARMS DISTRICT NO. 13,Oilseed,2023,110,2.5,470,0.8,953,762,294,0.74
GARDENA FARMS DISTRICT NO. 13,Orchard,2023,7,2.5,4010,18.7,2159,4064,294,0.13
GARDENA FARMS DISTRICT NO. 13,Seed,2023,2819,2.3,0.5,12900,1750,623,316,0.74
GARDENA FARMS DISTRICT NO. 13,Vegetable,2023,448,2.3,860,16.6,6731,4826,294,0.3
HUDSON BAY IRRIGATION DISTRICT NO.,Cereal Grain,2023,41,2,255.3,2.3,89,229,294,0.74
HUDSON BAY IRRIGATION DISTRICT NO.,Hay/Silage,2023,34,1.8,258,5.1,152,330,294,0.51
HYDRO-IRRIGATION DISTRICT NO. 9,Hay/Silage,2023,7,1.4,258,5.1,152,330,294,0.51
HYDRO-IRRIGATION DISTRICT NO. 9,Vegetable,2023,15,1.9,860,16.6,6731,4826,294,0.3
Irrigated area outside irrigation districts,Berry,2023,36,2,1900,4,5454,7676,231,0.25
Irrigated area outside irrigation districts,Cereal Grain,2023,13556,2,255.3,2.3,89,229,294,0.74
Irrigated area outside irrigation districts,Hay/Silage,2023,6539,2.1,258,5.1,152,330,294,0.51
Irrigated area outside irrigation districts,Herb,2023,18,2,438,0.1,318,572,294,0.41
Irrigated area outside irrigation districts,Oilseed,2023,628,2.3,470,0.8,953,762,294,0.74
Irrigated area outside irrigation districts,Orchard,2023,1243,2.4,2591.5,18.7,2159,4064,294,0.13
Irrigated area outside irrigation districts,Seed,2023,8921,2.2,0.5,12900,1750,623,316,0.74
Irrigated area outside irrigation districts,Vegetable,2023,5988,2.3,860,16.6,6731,4826,294,0.3
Irrigated area outside irrigation districts,Vineyard,2023,2257,2.4,935.3,4.8,2794,3683,294,0.13
LOWDEN IRRIGATION DISTRICT NO. 2,Cereal Grain,2023,67,2.5,255.3,2.3,89,229,294,0.74
LOWDEN IRRIGATION DISTRICT NO. 2,Hay/Silage,2023,29,2.6,258,5.1,152,330,294,0.51
LOWDEN IRRIGATION DISTRICT NO. 2,Seed,2023,115,2.2,0.5,12900,1750,623,316,0.74
MUD CREEK IRRIGATION DISTRICT NO. 7,Cereal Grain,2023,40,2.7,255.3,2.3,89,229,294,0.74
MUD CREEK IRRIGATION DISTRICT NO. 7,Seed,2023,3,2.7,0.5,12900,1750,623,316,0.74
MUD CREEK IRRIGATION DISTRICT NO. 7,Vegetable,2023,6,2.7,860,16.6,6731,4826,294,0.3
TOUCHET IRRIGATION DISTRICT NO. 16,Cereal Grain,2023,328,1.7,255.3,2.3,89,229,294,0.74
TOUCHET IRRIGATION DISTRICT NO. 16,Hay/Silage,2023,766,2.5,258,5.1,152,330,294,0.51
TOUCHET IRRIGATION DISTRICT NO. 16,Oilseed,2023,57,2.2,470,0.8,953,762,294,0.74
TOUCHET IRRIGATION DISTRICT NO. 16,Seed,2023,125,2.1,0.5,12900,1750,623,316,0.74
TOUCHET IRRIGATION DISTRICT NO. 16,Vegetable,2023,386,2.3,860,16.6,6731,4826,294,0.3
TWO RIVERS IRRIGATION DISTRICT NO. 19,Cereal Grain,2023,1251,1.4,255.3,2.3,89,229,294,0.74
TWO RIVERS IRRIGATION DISTRICT NO. 19,Hay/Silage,2023,290,2.5,258,5.1,152,330,294,0.51
TWO RIVERS IRRIGATION DISTRICT NO. 19,Herb,2023,108,2.2,438,0.1,318,572,294,0.41
TWO RIVERS IRRIGATION DISTRICT NO. 19,Orchard,2023,566,2.4,1173,18.7,2159,4064,294,0.13
TWO RIVERS IRRIGATION DISTRICT NO. 19,Vegetable,2023,1311,3.3,860,16.6,6731,4826,294,0.3
WALLA WALLA WATER & POWER DISTRICT NO. 18,Cereal Grain,2023,34,1.5,255.3,2.3,89,229,294,0.74
WALLA WALLA WATER & POWER DISTRICT NO. 18,Vegetable,2023,79,2.2,860,16.6,6731,4826,294,0.3
WATER DISTRIBUTION DISTRICT NO. 1,Hay/Silage,2023,7,1.6,258,5.1,152,330,294,0.51
WEST SIDE IRRIGATION DISTRICT NO. 5,Cereal Grain,2023,178,2.2,255.3,2.3,89,229,294,0.74
WEST SIDE IRRIGATION DISTRICT NO. 5,Hay/Silage,2023,253,2.5,258,5.1,152,330,294,0.51
WEST SIDE IRRIGATION DISTRICT NO. 5,Herb,2023,2,2.2,438,0.1,318,572,294,0.41
WEST SIDE IRRIGATION DISTRICT NO. 5,Seed,2023,518,2.2,0.5,12900,1750,623,316,0.74
WEST SIDE IRRIGATION DISTRICT NO. 5,Vegetable,2023,73,3,860,16.6,6731,4826,294,0.3
ARTESIA IRRIGATION DISTRICT NO. 8,Vineyard,2022,1,2.5,903,5.8,2684,3538,383,0.13
BLALOCK IRRIGATION DISTRICT NO. 3,Cereal Grain,2022,22,1.8,263.9,2.8,85,220,383,0.74
BLALOCK IRRIGATION DISTRICT NO. 3,Hay/Silage,2022,14,2,320,5.3,146,317,383,0.51
BLALOCK IRRIGATION DISTRICT NO. 3,Seed,2022,12,1.9,0.4,12900,1707,607,309,0.74
BLALOCK IRRIGATION DISTRICT NO. 3,Vegetable,2022,17,2.5,900,15.4,6466,4636,383,0.3
BLALOCK IRRIGATION DISTRICT NO. 3,Vineyard,2022,1,2.5,903,5.8,2684,3538,383,0.13
BLALOCK ORCHARDS IRRIGATION DISTRICT NO. 12,Cereal Grain,2022,4,1.8,263.9,2.8,85,220,383,0.74
BLALOCK ORCHARDS IRRIGATION DISTRICT NO. 12,Hay/Silage,2022,6,1.8,320,5.3,146,317,383,0.51
BLALOCK ORCHARDS IRRIGATION DISTRICT NO. 12,Seed,2022,7,1.8,0.4,12900,1707,607,309,0.74
BLALOCK ORCHARDS IRRIGATION DISTRICT NO. 12,Vegetable,2022,2,1.6,900,15.4,6466,4636,383,0.3
BRADEN IRRIGATION DISTRICT NO. 20,Cereal Grain,2022,15,2,263.9,2.8,85,220,383,0.74
CONSOLIDATED IRRIGATION DISTRICT NO. 14,Cereal Grain,2022,15,1.9,263.9,2.8,85,220,383,0.74
CONSOLIDATED IRRIGATION DISTRICT NO. 14,Hay/Silage,2022,2,1.9,320,5.3,146,317,383,0.51
CONSOLIDATED IRRIGATION DISTRICT NO. 14,Seed,2022,15,1.9,0.4,12900,1707,607,309,0.74
CONSOLIDATED IRRIGATION DISTRICT NO. 14,Vegetable,2022,1,1.9,900,15.4,6466,4636,383,0.3
EAST SIDE IRRIGATION DISTRICT NO. 6,Cereal Grain,2022,139,2.7,263.9,2.8,85,220,383,0.74
EAST SIDE IRRIGATION DISTRICT NO. 6,Hay/Silage,2022,199,2.3,320,5.3,146,317,383,0.51
EAST SIDE IRRIGATION DISTRICT NO. 6,Seed,2022,246,2.7,0.4,12900,1707,607,309,0.74
EAST SIDE IRRIGATION DISTRICT NO. 6,Vegetable,2022,111,2.2,900,15.4,6466,4636,383,0.3
GARDENA FARMS DISTRICT NO. 13,Cereal Grain,2022,1721,2.6,263.9,2.8,85,220,383,0.74
GARDENA FARMS DISTRICT NO. 13,Hay/Silage,2022,873,2,320,5.3,146,317,383,0.51
GARDENA FARMS DISTRICT NO. 13,Oilseed,2022,110,2.6,590,0.9,915,732,383,0.74
GARDENA FARMS DISTRICT NO. 13,Orchard,2022,7,2.6,5655,15.3,2074,3904,383,0.13
GARDENA FARMS DISTRICT NO. 13,Seed,2022,2819,2.4,0.4,12900,1707,607,309,0.74
GARDENA FARMS DISTRICT NO. 13,Vegetable,2022,448,2.3,900,15.4,6466,4636,383,0.3
HUDSON BAY IRRIGATION DISTRICT NO.,Cereal Grain,2022,41,2.4,263.9,2.8,85,220,383,0.74
HUDSON BAY IRRIGATION DISTRICT NO.,Hay/Silage,2022,34,2.1,320,5.3,146,317,383,0.51
HYDRO-IRRIGATION DISTRICT NO. 9,Hay/Silage,2022,7,1.7,320,5.3,146,317,383,0.51
HYDRO-IRRIGATION DISTRICT NO. 9,Vegetable,2022,15,1.2,900,15.4,6466,4636,383,0.3
Irrigated area outside irrigation districts,Berry,2022,29,2,1900,4,5454,7676,231,0.25
Irrigated area outside irrigation districts,Cereal Grain,2022,13341,2.4,263.9,2.8,85,220,383,0.74
Irrigated area outside irrigation districts,Hay/Silage,2022,6554,2,320,5.3,146,317,383,0.51
Irrigated area outside irrigation districts,Herb,2022,17,2.1,424,0.1,305,549,383,0.41
Irrigated area outside irrigation districts,Oilseed,2022,628,2.6,590,0.9,915,732,383,0.74
Irrigated area outside irrigation districts,Orchard,2022,1243,2.5,3676,15.3,2074,3904,383,0.13
Irrigated area outside irrigation districts,Seed,2022,8890,2.2,0.4,12900,1707,607,309,0.74
Irrigated area outside irrigation districts,Vegetable,2022,5807,2.3,900,15.4,6466,4636,383,0.3
Irrigated area outside irrigation districts,Vineyard,2022,1813,2.1,903,5.8,2684,3538,383,0.13
LOWDEN IRRIGATION DISTRICT NO. 2,Cereal Grain,2022,67,2.4,263.9,2.8,85,220,383,0.74
LOWDEN IRRIGATION DISTRICT NO. 2,Hay/Silage,2022,29,2.6,320,5.3,146,317,383,0.51
LOWDEN IRRIGATION DISTRICT NO. 2,Seed,2022,115,2.1,0.4,12900,1707,607,309,0.74
MUD CREEK IRRIGATION DISTRICT NO. 7,Cereal Grain,2022,40,2.6,263.9,2.8,85,220,383,0.74
MUD CREEK IRRIGATION DISTRICT NO. 7,Seed,2022,3,2.7,0.4,12900,1707,607,309,0.74
MUD CREEK IRRIGATION DISTRICT NO. 7,Vegetable,2022,6,2.7,900,15.4,6466,4636,383,0.3
TOUCHET IRRIGATION DISTRICT NO. 16,Cereal Grain,2022,420,2.4,263.9,2.8,85,220,383,0.74
TOUCHET IRRIGATION DISTRICT NO. 16,Hay/Silage,2022,877,2.4,320,5.3,146,317,383,0.51
TOUCHET IRRIGATION DISTRICT NO. 16,Seed,2022,257,2.2,0.4,12900,1707,607,309,0.74
TOUCHET IRRIGATION DISTRICT NO. 16,Vegetable,2022,80,2,900,15.4,6466,4636,383,0.3
TWO RIVERS IRRIGATION DISTRICT NO. 19,Cereal Grain,2022,1256,1.9,263.9,2.8,85,220,383,0.74
TWO RIVERS IRRIGATION DISTRICT NO. 19,Hay/Silage,2022,290,2.5,320,5.3,146,317,383,0.51
TWO RIVERS IRRIGATION DISTRICT NO. 19,Herb,2022,108,2.2,424,0.1,305,549,383,0.41
TWO RIVERS IRRIGATION DISTRICT NO. 19,Orchard,2022,566,2.5,1697,15.3,2074,3904,383,0.13
TWO RIVERS IRRIGATION DISTRICT NO. 19,Vegetable,2022,1311,2.3,900,15.4,6466,4636,383,0.3
WALLA WALLA WATER & POWER DISTRICT NO. 18,Cereal Grain,2022,34,1.6,263.9,2.8,85,220,383,0.74
WALLA WALLA WATER & POWER DISTRICT NO. 18,Vegetable,2022,79,2,900,15.4,6466,4636,383,0.3
WATER DISTRIBUTION DISTRICT NO. 1,Hay/Silage,2022,7,1.5,320,5.3,146,317,383,0.51
WEST SIDE IRRIGATION DISTRICT NO. 5,Cereal Grain,2022,178,2.4,263.9,2.8,85,220,383,0.74
WEST SIDE IRRIGATION DISTRICT NO. 5,Hay/Silage,2022,253,2.5,320,5.3,146,317,383,0.51
WEST SIDE IRRIGATION DISTRICT NO. 5,Herb,2022,2,2.4,424,0.1,305,549,383,0.41
WEST SIDE IRRIGATION DISTRICT NO. 5,Seed,2022,520,2.4,0.4,12900,1707,607,309,0.74
WEST SIDE IRRIGATION DISTRICT NO. 5,Vegetable,2022,73,2.3,900,15.4,6466,4636,383,0.3
ARTESIA IRRIGATION DISTRICT NO. 8,Vineyard,2020,1,2.5,888.7,4.4,2376,3132,270,0.13
BLALOCK IRRIGATION DISTRICT NO. 3,Cereal Grain,2020,27,1.9,193.6,3.1,76,194,270,0.74
BLALOCK IRRIGATION DISTRICT NO. 3,Hay/Silage,2020,34,1.9,191,4.8,130,281,270,0.51
BLALOCK IRRIGATION DISTRICT NO. 3,Seed,2020,9,2.3,0.4,12900,1625,578,294,0.74
BLALOCK IRRIGATION DISTRICT NO. 3,Vegetable,2020,30,2.5,780,16.5,5724,4104,270,0.3
BLALOCK IRRIGATION DISTRICT NO. 3,Vineyard,2020,1,2.5,888.7,4.4,2376,3132,270,0.13
BLALOCK ORCHARDS IRRIGATION DISTRICT NO. 12,Cereal Grain,2020,16,1.7,193.6,3.1,76,194,270,0.74
BLALOCK ORCHARDS IRRIGATION DISTRICT NO. 12,Hay/Silage,2020,6,1.9,191,4.8,130,281,270,0.51
BLALOCK ORCHARDS IRRIGATION DISTRICT NO. 12,Vegetable,2020,2,1.4,780,16.5,5724,4104,270,0.3
BRADEN IRRIGATION DISTRICT NO. 20,Hay/Silage,2020,15,1.9,191,4.8,130,281,270,0.51
CONSOLIDATED IRRIGATION DISTRICT NO. 14,Cereal Grain,2020,25,2,193.6,3.1,76,194,270,0.74
CONSOLIDATED IRRIGATION DISTRICT NO. 14,Hay/Silage,2020,5,2,191,4.8,130,281,270,0.51
CONSOLIDATED IRRIGATION DISTRICT NO. 14,Seed,2020,1,2,0.4,12900,1625,578,294,0.74
EAST SIDE IRRIGATION DISTRICT NO. 6,Cereal Grain,2020,184,2.5,193.6,3.1,76,194,270,0.74
EAST SIDE IRRIGATION DISTRICT NO. 6,Hay/Silage,2020,180,2.7,191,4.8,130,281,270,0.51
EAST SIDE IRRIGATION DISTRICT NO. 6,Seed,2020,299,2.1,0.4,12900,1625,578,294,0.74
EAST SIDE IRRIGATION DISTRICT NO. 6,Vegetable,2020,44,2.1,780,16.5,5724,4104,270,0.3
GARDENA FARMS DISTRICT NO. 13,Cereal Grain,2020,2070,2.5,193.6,3.1,76,194,270,0.74
GARDENA FARMS DISTRICT NO. 13,Hay/Silage,2020,773,2.3,191,4.8,130,281,270,0.51
GARDENA FARMS DISTRICT NO. 13,Orchard,2020,7,2.3,5536,16.9,1836,3456,270,0.13
GARDENA FARMS DISTRICT NO. 13,Seed,2020,2926,2.6,0.4,12900,1625,578,294,0.74
GARDENA FARMS DISTRICT NO. 13,Vegetable,2020,255,2.5,780,16.5,5724,4104,270,0.3
GARDENA FARMS DISTRICT NO. 13,Vineyard,2020,4,2.4,888.7,4.4,2376,3132,270,0.13
HUDSON BAY IRRIGATION DISTRICT NO.,Cereal Grain,2020,1,2.2,193.6,3.1,76,194,270,0.74
HUDSON BAY IRRIGATION DISTRICT NO.,Hay/Silage,2020,34,2.4,191,4.8,130,281,270,0.51
HUDSON BAY IRRIGATION DISTRICT NO.,Seed,2020,39,2.2,0.4,12900,1625,578,294,0.74
HYDRO-IRRIGATION DISTRICT NO. 9,Hay/Silage,2020,24,1.9,191,4.8,130,281,270,0.51
HYDRO-IRRIGATION DISTRICT NO. 9,Vegetable,2020,12,1.6,780,16.5,5724,4104,270,0.3
Irrigated area outside irrigation districts,Berry,2020,25,2,1900,4,5454,7676,231,0.25
Irrigated area outside irrigation districts,Cereal Grain,2020,16919,2.3,193.6,3.1,76,194,270,0.74
Irrigated area outside irrigation districts,Hay/Silage,2020,6822,2,191,4.8,130,281,270,0.51
Irrigated area outside irrigation districts,Herb,2020,444,2.1,424,0.1,305,549,294,0.41
Irrigated area outside irrigation districts,Oilseed,2020,318,2.4,385,0.8,881.5,705,287.5,0.74
Irrigated area outside irrigation districts,Orchard,2020,1285,2.4,3606,16.9,1836,3456,270,0.13
Irrigated area outside irrigation districts,Seed,2020,7905,2.3,0.4,12900,1625,578,294,0.74
Irrigated area outside irrigation districts,Vegetable,2020,4488,2.3,780,16.5,5724,4104,270,0.3
Irrigated area outside irrigation districts,Vineyard,2020,1817,2.3,888.7,4.4,2376,3132,270,0.13
LOWDEN IRRIGATION DISTRICT NO. 2,Cereal Grain,2020,54,2.3,193.6,3.1,76,194,270,0.74
LOWDEN IRRIGATION DISTRICT NO. 2,Hay/Silage,2020,50,2.8,191,4.8,130,281,270,0.51
LOWDEN IRRIGATION DISTRICT NO. 2,Seed,2020,89,2.2,0.4,12900,1625,578,294,0.74
MUD CREEK IRRIGATION DISTRICT NO. 7,Cereal Grain,2020,13,2.8,193.6,3.1,76,194,270,0.74
MUD CREEK IRRIGATION DISTRICT NO. 7,Seed,2020,38,2.6,0.4,12900,1625,578,294,0.74
ORCHARD IRRIGATION DISTRICT NO. 10,Hay/Silage,2020,2,2,191,4.8,130,281,270,0.51
ORCHARD IRRIGATION DISTRICT NO. 10,Vegetable,2020,1,2,780,16.5,5724,4104,270,0.3
TOUCHET IRRIGATION DISTRICT NO. 16,Cereal Grain,2020,970,2.4,193.6,3.1,76,194,270,0.74
TOUCHET IRRIGATION DISTRICT NO. 16,Hay/Silage,2020,574,2,191,4.8,130,281,270,0.51
TOUCHET IRRIGATION DISTRICT NO. 16,Seed,2020,347,2.3,0.4,12900,1625,578,294,0.74
TOUCHET IRRIGATION DISTRICT NO. 16,Vegetable,2020,1,1.8,780,16.5,5724,4104,270,0.3
TWO RIVERS IRRIGATION DISTRICT NO. 19,Cereal Grain,2020,673,2.7,193.6,3.1,76,194,270,0.74
TWO RIVERS IRRIGATION DISTRICT NO. 19,Hay/Silage,2020,624,2,191,4.8,130,281,270,0.51
TWO RIVERS IRRIGATION DISTRICT NO. 19,Orchard,2020,566,2.6,1676,16.9,1836,3456,270,0.13
TWO RIVERS IRRIGATION DISTRICT NO. 19,Vegetable,2020,1573,2.6,780,16.5,5724,4104,270,0.3
WALLA WALLA WATER & POWER DISTRICT NO. 18,Cereal Grain,2020,34,1.5,193.6,3.1,76,194,270,0.74
WALLA WALLA WATER & POWER DISTRICT NO. 18,Vegetable,2020,79,2.5,780,16.5,5724,4104,270,0.3
WATER DISTRIBUTION DISTRICT NO. 1,Hay/Silage,2020,3,1.6,191,4.8,130,281,270,0.51
WATER DISTRIBUTION DISTRICT NO. 1,Seed,2020,3,1.6,0.4,12900,1625,578,294,0.74
WEST SIDE IRRIGATION DISTRICT NO. 5,Cereal Grain,2020,493,2.2,193.6,3.1,76,194,270,0.74
WEST SIDE IRRIGATION DISTRICT NO. 5,Hay/Silage,2020,165,2.4,191,4.8,130,281,270,0.51
WEST SIDE IRRIGATION DISTRICT NO. 5,Seed,2020,534,2.7,0.4,12900,1625,578,294,0.74
WEST SIDE IRRIGATION DISTRICT NO. 5,Vegetable,2020,32,2.4,780,16.5,5724,4104,270,0.3
ARTESIA IRRIGATION DISTRICT NO. 8,Vineyard,2021,1,2.5,936.7,4,2486,3277,281,0.13
BLALOCK IRRIGATION DISTRICT NO. 3,Cereal Grain,2021,22,1.8,275,1.9,79,203,281,0.74
BLALOCK IRRIGATION DISTRICT NO. 3,Hay/Silage,2021,14,1.9,232,4.7,136,294,281,0.51
BLALOCK IRRIGATION DISTRICT NO. 3,Seed,2021,12,1.8,0.4,12900,1666,592,301,0.74
BLALOCK IRRIGATION DISTRICT NO. 3,Vegetable,2021,17,2.5,856,15.2,5989,4294,281,0.3
BLALOCK IRRIGATION DISTRICT NO. 3,Vineyard,2021,1,2.5,936.7,4,2486,3277,281,0.13
BLALOCK ORCHARDS IRRIGATION DISTRICT NO. 12,Cereal Grain,2021,4,1.4,275,1.9,79,203,281,0.74
BLALOCK ORCHARDS IRRIGATION DISTRICT NO. 12,Hay/Silage,2021,6,1.4,232,4.7,136,294,281,0.51
BLALOCK ORCHARDS IRRIGATION DISTRICT NO. 12,Seed,2021,7,1.4,0.4,12900,1666,592,301,0.74
BLALOCK ORCHARDS IRRIGATION DISTRICT NO. 12,Vegetable,2021,2,1.8,856,15.2,5989,4294,281,0.3
